月份,縣市代碼,縣市名稱,鄉鎮代碼,鄉鎮名稱,村里名稱,用電量_2014
1,63000,臺北市,6300100,松山區,新東里,206410
1,63000,臺北市,6300100,松山區,復盛里,6662
1,63000,臺北市,6300100,松山區,新益里,290627
1,63000,臺北市,6300100,松山區,東勢里,7400
1,63000,臺北市,6300100,松山區,東光里,--
1,63000,臺北市,6300100,松山區,安平里,5680
1,63000,臺北市,6300100,松山區,鵬程里,--
1,63000,臺北市,6300100,松山區,自強里,--
1,63000,臺北市,6300100,松山區,富泰里,4457
1,63000,臺北市,6300100,松山區,介壽里,--
1,63000,臺北市,6300100,松山區,美仁里,--
1,63000,臺北市,6300100,松山區,新聚里,2957
1,63000,臺北市,6300100,松山區,福成里,1409
1,63000,臺北市,6300100,松山區,復勢里,800
1,63000,臺北市,6300100,松山區,中崙里,9555
1,63000,臺北市,6300100,松山區,慈祐里,63968
1,63000,臺北市,6300100,松山區,敦化里,1617044
1,63000,臺北市,6300100,松山區,吉仁里,920445
1,63000,臺北市,6300100,松山區,松基里,18090
1,63000,臺北市,6300100,松山區,吉祥里,30796
1,63000,臺北市,6300100,松山區,莊敬里,486460
1,63000,臺北市,6300100,松山區,民福里,1561707
1,63000,臺北市,6300100,松山區,三民里,866270
1,63000,臺北市,6300100,松山區,東昌里,552946
1,63000,臺北市,6300100,松山區,龍田里,536273
1,63000,臺北市,6300100,松山區,中華里,719738
1,63000,臺北市,6300100,松山區,復建里,963873
1,63000,臺北市,6300100,松山區,精忠里,1022204
1,63000,臺北市,6300100,松山區,復源里,734058
1,63000,臺北市,6300100,松山區,東榮里,1864136
1,63000,臺北市,6300100,松山區,中正里,1542955
1,63000,臺北市,6300100,松山區,民有里,2860800
1,63000,臺北市,6300200,信義區,五常里,7996
1,63000,臺北市,6300200,信義區,惠安里,2600
1,63000,臺北市,6300200,信義區,泰和里,1137
1,63000,臺北市,6300200,信義區,西村里,--
1,63000,臺北市,6300200,信義區,正和里,2421
1,63000,臺北市,6300200,信義區,雅祥里,1195
1,63000,臺北市,6300200,信義區,三張里,1000
1,63000,臺北市,6300200,信義區,四育里,5562
1,63000,臺北市,6300200,信義區,三犁里,16880
1,63000,臺北市,6300200,信義區,嘉興里,837466
1,63000,臺北市,6300200,信義區,六合里,3815
1,63000,臺北市,6300200,信義區,永吉里,38470
1,63000,臺北市,6300200,信義區,松光里,1152283
1,63000,臺北市,6300200,信義區,國業里,1608728
1,63000,臺北市,6300200,信義區,中坡里,422863
1,63000,臺北市,6300200,信義區,興隆里,650877
1,63000,臺北市,6300200,信義區,景新里,13404
1,63000,臺北市,6300200,信義區,新仁里,1263616
1,63000,臺北市,6300200,信義區,黎安里,370260
1,63000,臺北市,6300200,信義區,永春里,1202626
1,63000,臺北市,6300200,信義區,廣居里,1811602
1,63000,臺北市,6300200,信義區,大仁里,740667
1,63000,臺北市,6300200,信義區,中行里,604018
1,63000,臺北市,6300200,信義區,中興里,627861
1,63000,臺北市,6300200,信義區,四維里,1105278
1,63000,臺北市,6300200,信義區,興雅里,1539135
1,63000,臺北市,6300200,信義區,景勤里,933756
1,63000,臺北市,6300200,信義區,黎忠里,1047501
1,63000,臺北市,6300200,信義區,松友里,1315803
1,63000,臺北市,6300200,信義區,六藝里,765286
1,63000,臺北市,6300200,信義區,富台里,1071538
1,63000,臺北市,6300200,信義區,雙和里,1202796
1,63000,臺北市,6300200,信義區,景聯里,1009681
1,63000,臺北市,6300200,信義區,大道里,1479641
1,63000,臺北市,6300200,信義區,黎順里,1149223
1,63000,臺北市,6300200,信義區,黎平里,1688328
1,63000,臺北市,6300200,信義區,五全里,1147937
1,63000,臺北市,6300200,信義區,敦厚里,1272063
1,63000,臺北市,6300200,信義區,長春里,1201615
1,63000,臺北市,6300200,信義區,安康里,4027250
1,63000,臺北市,6300300,大安區,學府里,394416
1,63000,臺北市,6300300,大安區,龍圖里,1751007
1,63000,臺北市,6300300,大安區,群賢里,451223
1,63000,臺北市,6300300,大安區,龍生里,1427330
