月份,縣市代碼,縣市名稱,鄉鎮代碼,鄉鎮名稱,村里名稱,用電量_2013
7,63000,臺北市,6300100,松山區,安平里,--
7,63000,臺北市,6300100,松山區,復盛里,8950
7,63000,臺北市,6300100,松山區,東光里,--
7,63000,臺北市,6300100,松山區,龍田里,783129
7,63000,臺北市,6300100,松山區,東昌里,806031
7,63000,臺北市,6300100,松山區,新益里,436347
7,63000,臺北市,6300100,松山區,富錦里,1674752
7,63000,臺北市,6300100,松山區,新東里,313115
7,63000,臺北市,6300100,松山區,富泰里,2993
7,63000,臺北市,6300100,松山區,介壽里,--
7,63000,臺北市,6300100,松山區,鵬程里,--
7,63000,臺北市,6300100,松山區,自強里,--
7,63000,臺北市,6300100,松山區,中華里,1075286
7,63000,臺北市,6300100,松山區,民有里,4100935
7,63000,臺北市,6300100,松山區,民福里,2207538
7,63000,臺北市,6300100,松山區,美仁里,--
7,63000,臺北市,6300100,松山區,新聚里,3978
7,63000,臺北市,6300100,松山區,福成里,--
7,63000,臺北市,6300100,松山區,松基里,6492
7,63000,臺北市,6300100,松山區,復勢里,1435
7,63000,臺北市,6300100,松山區,東勢里,11560
7,63000,臺北市,6300100,松山區,中崙里,14377
7,63000,臺北市,6300100,松山區,慈祐里,91054
7,63000,臺北市,6300100,松山區,復建里,1568826
7,63000,臺北市,6300100,松山區,吉祥里,32148
7,63000,臺北市,6300100,松山區,吉仁里,1471266
7,63000,臺北市,6300100,松山區,復源里,1146179
7,63000,臺北市,6300100,松山區,敦化里,2623719
7,63000,臺北市,6300100,松山區,中正里,2499576
7,63000,臺北市,6300100,松山區,莊敬里,708608
7,63000,臺北市,6300100,松山區,三民里,1234227
7,63000,臺北市,6300100,松山區,精忠里,1436336
7,63000,臺北市,6300100,松山區,東榮里,2649658
7,63000,臺北市,6300200,信義區,三張里,880
7,63000,臺北市,6300200,信義區,泰和里,1091
7,63000,臺北市,6300200,信義區,西村里,--
7,63000,臺北市,6300200,信義區,正和里,--
7,63000,臺北市,6300200,信義區,雅祥里,2498
7,63000,臺北市,6300200,信義區,惠安里,3887
7,63000,臺北市,6300200,信義區,三犁里,17440
7,63000,臺北市,6300200,信義區,四育里,6780
7,63000,臺北市,6300200,信義區,六合里,3924
7,63000,臺北市,6300200,信義區,五常里,17206
7,63000,臺北市,6300200,信義區,景新里,12715
7,63000,臺北市,6300200,信義區,黎安里,485535
7,63000,臺北市,6300200,信義區,松隆里,581641
7,63000,臺北市,6300200,信義區,嘉興里,1228391
7,63000,臺北市,6300200,信義區,永吉里,45831
7,63000,臺北市,6300200,信義區,中坡里,612146
7,63000,臺北市,6300200,信義區,中行里,852739
7,63000,臺北市,6300200,信義區,興隆里,1020842
7,63000,臺北市,6300200,信義區,景聯里,1472271
7,63000,臺北市,6300200,信義區,黎忠里,1544169
7,63000,臺北市,6300200,信義區,中興里,976035
7,63000,臺北市,6300200,信義區,雙和里,1694444
7,63000,臺北市,6300200,信義區,松友里,1905582
7,63000,臺北市,6300200,信義區,景勤里,1369727
7,63000,臺北市,6300200,信義區,黎平里,2462105
7,63000,臺北市,6300200,信義區,黎順里,1693590
7,63000,臺北市,6300200,信義區,松光里,1816937
7,63000,臺北市,6300200,信義區,大仁里,1128359
7,63000,臺北市,6300200,信義區,永春里,1781123
7,63000,臺北市,6300200,信義區,大道里,2129035
7,63000,臺北市,6300200,信義區,廣居里,2917427
7,63000,臺北市,6300200,信義區,國業里,2483709
7,63000,臺北市,6300200,信義區,五全里,1676109
7,63000,臺北市,6300200,信義區,四維里,1662852
7,63000,臺北市,6300200,信義區,長春里,1649834
7,63000,臺北市,6300200,信義區,富台里,1646226
7,63000,臺北市,6300200,信義區,新仁里,2032562
7,63000,臺北市,6300200,信義區,六藝里,1065247
7,63000,臺北市,6300200,信義區,安康里,6482103
7,63000,臺北市,6300200,信義區,敦厚里,1781904
7,63000,臺北市,6300200,信義區,興雅里,2285310
7,63000,臺北市,6300300,大安區,龍安里,--
7,63000,臺北市,6300300,大安區,華聲里,--
7,63000,臺北市,6300300,大安區,仁慈里,2643
7,63000,臺北市,6300300,大安區,德安里,15000
7,63000,臺北市,6300300,大安區,龍坡里,80
7,63000,臺北市,6300300,大安區,群英里,3355
7,63000,臺北市,6300300,大安區,光明里,1393
7,63000,臺北市,6300300,大安區,黎和里,5310
7,63000,臺北市,6300300,大安區,學府里,550054
7,63000,臺北市,6300300,大安區,和安里,1647
7,63000,臺北市,6300300,大安區,黎孝里,4731
7,63000,臺北市,6300300,大安區,芳和里,8677
7,63000,臺北市,6300300,大安區,正聲里,30116
7,63000,臺北市,6300300,大安區,龍雲里,414086
7,63000,臺北市,6300300,大安區,民炤里,47436
7,63000,臺北市,6300300,大安區,永康里,127661
7,63000,臺北市,6300300,大安區,黎元里,430130
7,63000,臺北市,6300300,大安區,大學里,28854
7,63000,臺北市,6300300,大安區,虎嘯里,36750
7,63000,臺北市,6300300,大安區,仁愛里,57897
7,63000,臺北市,6300300,大安區,龍泉里,1792315
7,63000,臺北市,6300300,大安區,住安里,700357
7,63000,臺北市,6300300,大安區,錦華里,1691215
7,63000,臺北市,6300300,大安區,古風里,1112538
7,63000,臺北市,6300300,大安區,光信里,1623417
7,63000,臺北市,6300300,大安區,群賢里,785615
7,63000,臺北市,6300300,大安區,錦泰里,1010959
7,63000,臺北市,6300300,大安區,臥龍里,917465
7,63000,臺北市,6300300,大安區,誠安里,1251503
7,63000,臺北市,6300300,大安區,錦安里,1298247
7,63000,臺北市,6300300,大安區,龍門里,1618691
7,63000,臺北市,6300300,大安區,昌隆里,1450480
7,63000,臺北市,6300300,大安區,車層里,3587285
7,63000,臺北市,6300300,大安區,龍陣里,1534444
7,63000,臺北市,6300300,大安區,建安里,3154480
7,63000,臺北市,6300300,大安區,龍淵里,2662076
7,63000,臺北市,6300300,大安區,臨江里,1791537
7,63000,臺北市,6300300,大安區,義村里,2385425
7,63000,臺北市,6300300,大安區,建倫里,3634966
7,63000,臺北市,6300300,大安區,古莊里,2985188
7,63000,臺北市,6300300,大安區,龍圖里,2701785
7,63000,臺北市,6300300,大安區,新龍里,1997057
7,63000,臺北市,6300300,大安區,法治里,1928247
7,63000,臺北市,6300300,大安區,光武里,4260537
7,63000,臺北市,6300300,大安區,龍生里,2205518
