月份,縣市代碼,縣市名稱,鄉鎮代碼,鄉鎮名稱,村里名稱,用電量
1,63000,臺北市,6300100,松山區,復建里,929968
1,63000,臺北市,6300100,松山區,吉仁里,909727
1,63000,臺北市,6300100,松山區,敦化里,1606650
1,63000,臺北市,6300100,松山區,復源里,692209
1,63000,臺北市,6300100,松山區,慈祐里,55116
1,63000,臺北市,6300100,松山區,中崙里,4760
1,63000,臺北市,6300100,松山區,安平里,--
1,63000,臺北市,6300100,松山區,東光里,--
1,63000,臺北市,6300100,松山區,龍田里,516105
1,63000,臺北市,6300100,松山區,東昌里,538260
1,63000,臺北市,6300100,松山區,東榮里,1821530
1,63000,臺北市,6300100,松山區,新益里,291645
1,63000,臺北市,6300100,松山區,富錦里,1130836
1,63000,臺北市,6300100,松山區,鵬程里,--
1,63000,臺北市,6300100,松山區,自強里,--
1,63000,臺北市,6300100,松山區,富泰里,--
1,63000,臺北市,6300100,松山區,介壽里,--
1,63000,臺北市,6300100,松山區,民有里,2724746
1,63000,臺北市,6300100,松山區,民福里,1548717
1,63000,臺北市,6300100,松山區,美仁里,--
1,63000,臺北市,6300100,松山區,新聚里,--
1,63000,臺北市,6300100,松山區,福成里,--
1,63000,臺北市,6300100,松山區,松基里,6768
1,63000,臺北市,6300100,松山區,復勢里,785
1,63000,臺北市,6300100,松山區,復盛里,12877
1,63000,臺北市,6300100,松山區,中正里,1465259
1,63000,臺北市,6300100,松山區,東勢里,7720
1,63000,臺北市,6300100,松山區,吉祥里,19318
1,63000,臺北市,6300100,松山區,新東里,214961
1,63000,臺北市,6300100,松山區,莊敬里,474773
1,63000,臺北市,6300100,松山區,中華里,697682
1,63000,臺北市,6300100,松山區,三民里,852848
1,63000,臺北市,6300100,松山區,精忠里,987114
1,63000,臺北市,6300200,信義區,黎平里,1604277
1,63000,臺北市,6300200,信義區,五全里,1059815
1,63000,臺北市,6300200,信義區,長春里,1058848
1,63000,臺北市,6300200,信義區,松友里,1281431
1,63000,臺北市,6300200,信義區,大道里,1421923
1,63000,臺北市,6300200,信義區,雙和里,1155193
1,63000,臺北市,6300200,信義區,黎忠里,1015155
1,63000,臺北市,6300200,信義區,國業里,1598015
1,63000,臺北市,6300200,信義區,永春里,1183721
1,63000,臺北市,6300200,信義區,黎順里,1086820
1,63000,臺北市,6300200,信義區,廣居里,1792012
1,63000,臺北市,6300200,信義區,景聯里,959411
1,63000,臺北市,6300200,信義區,景勤里,901707
1,63000,臺北市,6300200,信義區,中行里,581049
1,63000,臺北市,6300200,信義區,嘉興里,836248
1,63000,臺北市,6300200,信義區,富台里,1030663
1,63000,臺北市,6300200,信義區,中坡里,410909
1,63000,臺北市,6300200,信義區,松光里,1148235
1,63000,臺北市,6300200,信義區,四維里,1080168
1,63000,臺北市,6300200,信義區,安康里,3878119
1,63000,臺北市,6300200,信義區,松隆里,449102
1,63000,臺北市,6300200,信義區,黎安里,352221
1,63000,臺北市,6300200,信義區,大仁里,719485
1,63000,臺北市,6300200,信義區,三張里,960
1,63000,臺北市,6300200,信義區,泰和里,1141
1,63000,臺北市,6300200,信義區,四育里,5059
1,63000,臺北市,6300200,信義區,景新里,265
1,63000,臺北市,6300200,信義區,六合里,1958
1,63000,臺北市,6300200,信義區,雅祥里,1190
1,63000,臺北市,6300200,信義區,五常里,10887
1,63000,臺北市,6300200,信義區,興雅里,1512102
1,63000,臺北市,6300200,信義區,西村里,--
1,63000,臺北市,6300200,信義區,正和里,--
1,63000,臺北市,6300200,信義區,惠安里,2697
1,63000,臺北市,6300200,信義區,三犁里,16280
